date,new_cases,new_cases_smoothed,new_tests,positive_rate,stringency_index
2022-02-04,0.0,89830.86,1118115.0,0.15,48.61
2022-02-05,0.0,89830.86,,0.15,48.61
2022-02-06,1073111.0,153301.57,,0.16,48.61
2022-02-07,0.0,153301.57,,0.16,35.56
2022-02-08,0.0,153301.57,,0.16,35.54
2022-02-09,0.0,153301.57,,0.16,35.53
2022-02-10,0.0,153301.57,,0.17,35.53
2022-02-11,0.0,153301.57,,0.18,35.53
2022-02-12,0.0,153301.57,,0.19,35.52
2022-02-13,1323391.0,189055.86,,0.2,35.51
2022-02-14,0.0,189055.86,,0.21,35.5
2022-02-15,0.0,189055.86,,0.23,35.49
2022-02-16,0.0,189055.86,,0.25,35.48
2022-02-17,0.0,189055.86,,0.25,35.47
2022-02-18,0.0,189055.86,,0.26,35.47
2022-02-19,0.0,189055.86,,0.27,35.47
2022-02-20,1236910.0,176701.43,,0.28,35.47
2022-02-21,0.0,176701.43,,0.29,35.47
2022-02-22,0.0,176701.43,346332.0,0.29,35.47
2022-02-23,0.0,176701.43,,0.28,35.47
2022-02-24,0.0,176701.43,,0.29,41.02
2022-02-25,0.0,176701.43,429805.0,0.29,41.02
2022-02-26,0.0,176701.43,445760.0,0.29,41.02
2022-02-27,920697.0,131528.14,457600.0,0.29,41.02
2022-02-28,0.0,131528.14,383827.0,0.29,41.02
2022-03-01,0.0,131528.14,272654.0,0.28,41.02
2022-03-02,0.0,131528.14,331438.0,0.28,41.02
2022-03-03,0.0,131528.14,,0.27,35.45
2022-03-04,0.0,131528.14,,0.26,35.44
2022-03-05,0.0,131528.14,,0.25,35.44
2022-03-06,650540.0,92934.29,,0.25,35.44
2022-03-07,0.0,92934.29,,0.24,35.44
2022-03-08,0.0,92934.29,,0.23,35.44
2022-03-09,0.0,92934.29,,0.23,35.43
2022-03-10,0.0,92934.29,,0.23,35.43
2022-03-11,0.0,92934.29,,0.24,35.43
2022-03-12,0.0,92934.29,,0.22,35.43
2022-03-13,393530.0,56218.57,,0.21,35.43
2022-03-14,0.0,56218.57,,0.2,35.43
2022-03-15,0.0,56218.57,,0.18,35.42
2022-03-16,0.0,56218.57,,0.16,35.42
2022-03-17,0.0,56218.57,,0.15,35.42
2022-03-18,0.0,56218.57,,0.14,35.42
2022-03-19,0.0,56218.57,,0.14,35.42
2022-03-20,247506.0,35358.0,,0.14,35.42
2022-03-21,0.0,35358.0,,0.13,35.42
2022-03-22,0.0,35358.0,,0.13,35.41
2022-03-23,0.0,35358.0,,0.12,35.41
2022-03-24,0.0,35358.0,,0.12,35.4
2022-03-25,0.0,35358.0,,0.12,35.4
2022-03-26,0.0,35358.0,,0.11,35.39
2022-03-27,180050.0,25721.43,,0.11,35.39
2022-03-28,0.0,25721.43,,0.11,35.39
2022-03-29,0.0,25721.43,,0.1,35.39
2022-03-30,0.0,25721.43,,0.1,35.39
2022-03-31,0.0,25721.43,,0.1,35.39
2022-04-01,0.0,25721.43,,0.09,35.39
2022-04-02,0.0,25721.43,,0.09,35.39
2022-04-03,134124.0,19160.57,,0.09,35.39
2022-04-04,0.0,19160.57,,0.09,35.38
2022-04-05,0.0,19160.57,,0.08,35.38
2022-04-06,0.0,19160.57,,0.08,35.38
2022-04-07,0.0,19160.57,,0.08,35.38
2022-04-08,0.0,19160.57,,0.07,35.38
2022-04-09,0.0,19160.57,,0.07,35.38
2022-04-10,99194.0,14170.57,,0.07,35.38
2022-04-11,0.0,14170.57,,0.07,35.37
2022-04-12,0.0,14170.57,,0.07,35.37
2022-04-13,0.0,14170.57,,0.06,35.37
2022-04-14,0.0,14170.57,,0.06,35.37
2022-04-15,0.0,14170.57,,0.06,35.36
2022-04-16,0.0,14170.57,,0.06,35.36
2022-04-17,78657.0,11236.71,,0.06,35.36
2022-04-18,0.0,11236.71,,0.05,35.36
2022-04-19,0.0,11236.71,,0.05,35.36
2022-04-20,0.0,11236.71,,0.05,35.36
2022-04-21,0.0,11236.71,,0.05,35.36
2022-04-22,0.0,11236.71,,0.05,35.36
2022-04-23,0.0,11236.71,,0.05,35.36
2022-04-24,62420.0,8917.14,,0.05,35.36
2022-04-25,0.0,8917.14,,0.05,35.36
2022-04-26,0.0,8917.14,,0.05,35.34
2022-04-27,0.0,8917.14,,0.05,35.34
2022-04-28,0.0,8917.14,,0.05,35.34
2022-04-29,0.0,8917.14,,0.05,35.34
2022-04-30,0.0,8917.14,,0.05,35.34
2022-05-01,52264.0,7466.29,,0.05,35.34
2022-05-02,0.0,7466.29,,0.05,35.34
2022-05-03,0.0,7466.29,,0.05,23.15
2022-05-04,0.0,7466.29,,0.05,23.15
2022-05-05,0.0,7466.29,,0.05,23.15
2022-05-06,0.0,7466.29,,0.04,23.15
2022-05-07,0.0,7466.29,,0.04,23.15
2022-05-08,38265.0,5466.43,,0.04,23.15
2022-05-09,0.0,5466.43,,0.04,23.15
2022-05-10,0.0,5466.43,,0.04,23.15
2022-05-11,0.0,5466.43,,0.04,23.15
2022-05-12,0.0,5466.43,,0.04,23.15
2022-05-13,0.0,5466.43,,0.04,23.15
2022-05-14,0.0,5466.43,,0.04,23.15
2022-05-15,32627.0,4661.0,,0.04,23.15
2022-05-16,0.0,4661.0,,0.03,23.15
2022-05-17,0.0,4661.0,,0.03,23.15
2022-05-18,0.0,4661.0,,0.03,23.15
2022-05-19,0.0,4661.0,,0.03,23.15
2022-05-20,0.0,4661.0,,0.03,23.15
2022-05-21,0.0,4661.0,,0.03,23.15
2022-05-22,33157.0,4736.71,,0.03,23.15
2022-05-23,0.0,4736.71,,0.03,23.15
2022-05-24,0.0,4736.71,,0.03,23.15
2022-05-25,0.0,4736.71,,0.03,23.15
2022-05-26,0.0,4736.71,,0.03,23.15
2022-05-27,0.0,4736.71,,0.03,23.15
2022-05-28,0.0,4736.71,,0.03,23.15
2022-05-29,30586.0,4369.43,,0.03,23.15
2022-05-30,0.0,4369.43,,0.03,23.15
2022-05-31,0.0,4369.43,,0.03,23.15
2022-06-01,0.0,4369.43,,0.03,23.15
2022-06-02,0.0,4369.43,,0.03,23.15
2022-06-03,0.0,4369.43,,0.03,23.15
2022-06-04,0.0,4369.43,,0.03,23.15
2022-06-05,27815.0,3973.57,,,23.15
2022-06-06,0.0,3973.57,,,23.15
2022-06-07,0.0,3973.57,,,23.15
2022-06-08,0.0,3973.57,,,23.15
2022-06-09,0.0,3973.57,,,23.15
2022-06-10,0.0,3973.57,,,23.15
2022-06-11,0.0,3973.57,,,23.15
2022-06-12,24736.0,3533.71,,,23.15
2022-06-13,0.0,3533.71,,,23.15
2022-06-14,0.0,3533.71,,,23.15
2022-06-15,0.0,3533.71,,,23.15
2022-06-16,0.0,3533.71,,,23.15
2022-06-17,0.0,3533.71,,,23.15
2022-06-18,0.0,3533.71,,,23.15
2022-06-19,21673.0,3096.14,,,23.15
2022-06-20,0.0,3096.14,,,23.15
2022-06-21,0.0,3096.14,,,23.15
2022-06-22,0.0,3096.14,,,23.15
2022-06-23,0.0,3096.14,,,23.15
2022-06-24,0.0,3096.14,,,23.15
2022-06-25,0.0,3096.14,,,23.15
2022-06-26,20621.0,2945.86,,,23.15
2022-06-27,0.0,2945.86,,,23.15
2022-06-28,0.0,2945.86,,,22.69
2022-06-29,0.0,2945.86,,,22.69
2022-06-30,0.0,2945.86,,,22.69
2022-07-01,0.0,2945.86,,,22.69
2022-07-02,0.0,2945.86,,,22.69
2022-07-03,20878.0,2982.57,,,22.69
2022-07-04,0.0,2982.57,,,22.69
2022-07-05,0.0,2982.57,,,22.69
2022-07-06,0.0,2982.57,,,22.69
2022-07-07,0.0,2982.57,,,22.69
2022-07-08,0.0,2982.57,,,22.69
2022-07-09,0.0,2982.57,,,22.69
2022-07-10,22452.0,3207.43,,,22.69
2022-07-11,0.0,3207.43,,,22.69
2022-07-12,0.0,3207.43,,,22.69
2022-07-13,0.0,3207.43,,,31.02
2022-07-14,0.0,3207.43,,,31.02
2022-07-15,0.0,3207.43,,,31.02
2022-07-16,0.0,3207.43,,,31.02
2022-07-17,28085.0,4012.14,,,31.02
2022-07-18,0.0,4012.14,,,31.02
2022-07-19,0.0,4012.14,,,31.02
2022-07-20,0.0,4012.14,,,31.02
2022-07-21,0.0,4012.14,,,31.02
2022-07-22,0.0,4012.14,,,31.02
2022-07-23,0.0,4012.14,,,31.02
2022-07-24,41959.0,5994.14,,,31.02
2022-07-25,0.0,5994.14,,,31.02
2022-07-26,0.0,5994.14,,,31.02
2022-07-27,0.0,5994.14,,,31.02
2022-07-28,0.0,5994.14,,,31.02
2022-07-29,0.0,5994.14,,,31.02
2022-07-30,0.0,5994.14,,,31.02
2022-07-31,69464.0,9923.43,,,31.02
2022-08-01,0.0,9923.43,,,31.02
2022-08-02,0.0,9923.43,,,31.02
2022-08-03,0.0,9923.43,,,31.02
2022-08-04,0.0,9923.43,,,31.02
2022-08-05,0.0,9923.43,,,31.02
2022-08-06,0.0,9923.43,,,31.02
2022-08-07,110980.0,15854.29,,,31.02
2022-08-08,0.0,15854.29,,,31.02
2022-08-09,0.0,15854.29,,,31.02
2022-08-10,0.0,15854.29,,,31.02
2022-08-11,0.0,15854.29,,,31.02
2022-08-12,0.0,15854.29,,,31.02
2022-08-13,0.0,15854.29,,,31.02
2022-08-14,169259.0,24179.86,,,31.02
2022-08-15,0.0,24179.86,,,31.02
2022-08-16,0.0,24179.86,,,31.02
2022-08-17,0.0,24179.86,,,31.02
2022-08-18,0.0,24179.86,,,31.02
2022-08-19,0.0,24179.86,,,31.02
2022-08-20,0.0,24179.86,,,31.02
2022-08-21,235385.0,33626.43,,,31.02
2022-08-22,0.0,33626.43,,,31.02
2022-08-23,0.0,33626.43,,,31.02
2022-08-24,0.0,33626.43,,,31.02
2022-08-25,0.0,33626.43,,,31.02
2022-08-26,0.0,33626.43,,,31.02
2022-08-27,0.0,33626.43,,,31.02
2022-08-28,288580.0,41225.71,,,31.02
2022-08-29,0.0,41225.71,,,31.02
2022-08-30,0.0,41225.71,,,31.02
2022-08-31,0.0,41225.71,,,31.02
2022-09-01,0.0,41225.71,,,31.02
2022-09-02,0.0,41225.71,,,31.02
2022-09-03,0.0,41225.71,,,31.02
2022-09-04,323500.0,46214.29,,,31.02
2022-09-05,0.0,46214.29,,,31.02
2022-09-06,0.0,46214.29,,,31.02
2022-09-07,0.0,46214.29,,,31.02
2022-09-08,0.0,46214.29,,,31.02
2022-09-09,0.0,46214.29,,,31.02
2022-09-10,0.0,46214.29,,,31.02
2022-09-11,337187.0,48169.57,,,31.02
2022-09-12,0.0,48169.57,,,31.02
2022-09-13,0.0,48169.57,,,31.02
2022-09-14,0.0,48169.57,,,31.02
2022-09-15,0.0,48169.57,,,31.02
2022-09-16,0.0,48169.57,,,31.02
2022-09-17,0.0,48169.57,,,31.02
2022-09-18,372485.0,53212.14,,,31.02
2022-09-19,0.0,53212.14,,,31.02
2022-09-20,0.0,53212.14,,,31.02
2022-09-21,0.0,53212.14,,,31.02
2022-09-22,0.0,53212.14,,,31.02
2022-09-23,0.0,53212.14,,,31.02
2022-09-24,0.0,53212.14,,,31.02
2022-09-25,353826.0,50546.57,,,31.02
2022-09-26,0.0,50546.57,,,31.02
2022-09-27,0.0,50546.57,,,31.02
2022-09-28,0.0,50546.57,,,31.02
2022-09-29,0.0,50546.57,,,31.02
2022-09-30,0.0,50546.57,,,31.02
2022-10-01,0.0,50546.57,,,31.02
2022-10-02,256106.0,36586.57,,,31.02
2022-10-03,0.0,36586.57,,,31.02
2022-10-04,0.0,36586.57,,,31.02
2022-10-05,0.0,36586.57,,,31.02
2022-10-06,0.0,36586.57,,,31.02
2022-10-07,0.0,36586.57,,,31.02
2022-10-08,0.0,36586.57,,,31.02
2022-10-09,154305.0,22043.57,,,31.02
2022-10-10,0.0,22043.57,,,31.02
2022-10-11,0.0,22043.57,,,31.02
2022-10-12,0.0,22043.57,,,31.02
2022-10-13,0.0,22043.57,,,31.02
2022-10-14,0.0,22043.57,,,31.02
2022-10-15,0.0,22043.57,,,31.02
2022-10-16,101222.0,14460.29,,,31.02
2022-10-17,0.0,14460.29,,,31.02
2022-10-18,0.0,14460.29,,,22.69
2022-10-19,0.0,14460.29,,,22.69
2022-10-20,0.0,14460.29,,,22.69
2022-10-21,0.0,14460.29,,,22.69
2022-10-22,0.0,14460.29,,,22.69
2022-10-23,68381.0,9768.71,,,22.69
2022-10-24,0.0,9768.71,,,22.69
2022-10-25,0.0,9768.71,,,22.69
2022-10-26,0.0,9768.71,,,22.69
2022-10-27,0.0,9768.71,,,22.69
2022-10-28,0.0,9768.71,,,22.69
2022-10-29,0.0,9768.71,,,22.69
2022-10-30,50790.0,7255.71,,,22.69
2022-10-31,0.0,7255.71,,,22.69
2022-11-01,0.0,7255.71,,,22.69
2022-11-02,0.0,7255.71,,,22.69
2022-11-03,0.0,7255.71,,,22.69
2022-11-04,0.0,7255.71,,,22.69
2022-11-05,0.0,7255.71,,,22.69
2022-11-06,40125.0,5732.14,,,22.69
2022-11-07,0.0,5732.14,,,22.69
2022-11-08,0.0,5732.14,,,22.69
2022-11-09,0.0,5732.14,,,22.69
2022-11-10,0.0,5732.14,,,22.69
2022-11-11,0.0,5732.14,,,22.69
2022-11-12,0.0,5732.14,,,22.69
2022-11-13,36102.0,5157.43,,,22.69
2022-11-14,0.0,5157.43,,,22.69
2022-11-15,0.0,5157.43,,,22.69
2022-11-16,0.0,5157.43,,,22.69
2022-11-17,0.0,5157.43,,,22.69
2022-11-18,0.0,5157.43,,,22.69
2022-11-19,0.0,5157.43,,,22.69
2022-11-20,36277.0,5182.43,,,22.69
2022-11-21,0.0,5182.43,,,22.69
2022-11-22,0.0,5182.43,,,11.11
2022-11-23,0.0,5182.43,,,11.11
2022-11-24,0.0,5182.43,,,11.11
2022-11-25,0.0,5182.43,,,11.11
2022-11-26,0.0,5182.43,,,11.11
2022-11-27,38535.0,5505.0,,,11.11
2022-11-28,0.0,5505.0,,,11.11
2022-11-29,0.0,5505.0,,,11.11
2022-11-30,0.0,5505.0,,,11.11
2022-12-01,0.0,5505.0,,,11.11
2022-12-02,0.0,5505.0,,,11.11
2022-12-03,0.0,5505.0,,,11.11
2022-12-04,42837.0,6119.57,,,11.11
2022-12-05,0.0,6119.57,,,11.11
2022-12-06,0.0,6119.57,,,11.11
2022-12-07,0.0,6119.57,,,11.11
2022-12-08,0.0,6119.57,,,11.11
2022-12-09,0.0,6119.57,,,11.11
2022-12-10,0.0,6119.57,,,11.11
2022-12-11,47551.0,6793.0,,,11.11
2022-12-12,0.0,6793.0,,,11.11
2022-12-13,0.0,6793.0,,,11.11
2022-12-14,0.0,6793.0,,,11.11
2022-12-15,0.0,6793.0,,,11.11
2022-12-16,0.0,6793.0,,,11.11
2022-12-17,0.0,6793.0,,,11.11
2022-12-18,50922.0,7274.57,,,11.11
2022-12-19,0.0,7274.57,,,11.11
2022-12-20,0.0,7274.57,,,11.11
2022-12-21,0.0,7274.57,,,11.11
2022-12-22,0.0,7274.57,,,11.11
2022-12-23,0.0,7274.57,,,11.11
2022-12-24,0.0,7274.57,,,11.11
2022-12-25,48218.0,6888.29,,,11.11
2022-12-26,0.0,6888.29,,,11.11
2022-12-27,0.0,6888.29,,,11.11
2022-12-28,0.0,6888.29,,,11.11
2022-12-29,0.0,6888.29,,,11.11
2022-12-30,0.0,6888.29,,,11.11
2022-12-31,0.0,6888.29,,,11.11
2023-01-01,39255.0,5607.86,,,
2023-01-02,0.0,5607.86,,,
2023-01-03,0.0,5607.86,,,
2023-01-04,0.0,5607.86,,,
2023-01-05,0.0,5607.86,,,
2023-01-06,0.0,5607.86,,,
2023-01-07,0.0,5607.86,,,
2023-01-08,23435.0,3347.86,,,
2023-01-09,0.0,3347.86,,,
2023-01-10,0.0,3347.86,,,
2023-01-11,0.0,3347.86,,,
2023-01-12,0.0,3347.86,,,
2023-01-13,0.0,3347.86,,,
2023-01-14,0.0,3347.86,,,
2023-01-15,29631.0,4233.0,,,
2023-01-16,0.0,4233.0,,,
2023-01-17,0.0,4233.0,,,
2023-01-18,0.0,4233.0,,,
2023-01-19,0.0,4233.0,,,
2023-01-20,0.0,4233.0,,,
2023-01-21,0.0,4233.0,,,
2023-01-22,37544.0,5363.43,,,
2023-01-23,0.0,5363.43,,,
2023-01-24,0.0,5363.43,,,
2023-01-25,0.0,5363.43,,,
2023-01-26,0.0,5363.43,,,
2023-01-27,0.0,5363.43,,,
2023-01-28,0.0,5363.43,,,
2023-01-29,44264.0,6323.43,,,
2023-01-30,0.0,6323.43,,,
2023-01-31,0.0,6323.43,,,
2023-02-01,0.0,6323.43,,,
2023-02-02,0.0,6323.43,,,
2023-02-03,0.0,6323.43,,,
2023-02-04,0.0,6323.43,,,
2023-02-05,58323.0,8331.86,,,
2023-02-06,0.0,8331.86,,,
2023-02-07,0.0,8331.86,,,
2023-02-08,0.0,8331.86,,,
2023-02-09,0.0,8331.86,,,
2023-02-10,0.0,8331.86,,,
2023-02-11,0.0,8331.86,,,
2023-02-12,75973.0,10853.29,,,
2023-02-13,0.0,10853.29,,,
2023-02-14,0.0,10853.29,,,
2023-02-15,0.0,10853.29,,,
2023-02-16,0.0,10853.29,,,
2023-02-17,0.0,10853.29,,,
2023-02-18,0.0,10853.29,,,
2023-02-19,93918.0,13416.86,,,
2023-02-20,0.0,13416.86,,,
2023-02-21,0.0,13416.86,,,
2023-02-22,0.0,13416.86,,,
2023-02-23,0.0,13416.86,,,
2023-02-24,0.0,13416.86,,,
2023-02-25,0.0,13416.86,,,
2023-02-26,86502.0,12357.43,,,
2023-02-27,0.0,12357.43,,,
2023-02-28,0.0,12357.43,,,
2023-03-01,0.0,12357.43,,,
2023-03-02,0.0,12357.43,,,
2023-03-03,0.0,12357.43,,,
2023-03-04,0.0,12357.43,,,
2023-03-05,88991.0,12713.0,,,
2023-03-06,0.0,12713.0,,,
2023-03-07,0.0,12713.0,,,
2023-03-08,0.0,12713.0,,,
2023-03-09,0.0,12713.0,,,
2023-03-10,0.0,12713.0,,,
2023-03-11,0.0,12713.0,,,
2023-03-12,80965.0,11566.43,,,
2023-03-13,0.0,11566.43,,,
2023-03-14,0.0,11566.43,,,
2023-03-15,0.0,11566.43,,,
2023-03-16,0.0,11566.43,,,
2023-03-17,0.0,11566.43,,,
2023-03-18,0.0,11566.43,,,
2023-03-19,83106.0,11872.29,,,
2023-03-20,0.0,11872.29,,,
2023-03-21,0.0,11872.29,,,
2023-03-22,0.0,11872.29,,,
2023-03-23,0.0,11872.29,,,
2023-03-24,0.0,11872.29,,,
2023-03-25,0.0,11872.29,,,
2023-03-26,80011.0,11430.14,,,
2023-03-27,0.0,11430.14,,,
2023-03-28,0.0,11430.14,,,
2023-03-29,0.0,11430.14,,,
2023-03-30,0.0,11430.14,,,
2023-03-31,0.0,11430.14,,,
2023-04-01,0.0,11430.14,,,
2023-04-02,69916.0,9988.0,,,
2023-04-03,0.0,9988.0,,,
2023-04-04,0.0,9988.0,,,
2023-04-05,0.0,9988.0,,,
2023-04-06,0.0,9988.0,,,
2023-04-07,0.0,9988.0,,,
2023-04-08,0.0,9988.0,,,
2023-04-09,58862.0,8408.86,,,
2023-04-10,0.0,8408.86,,,
2023-04-11,0.0,8408.86,,,
2023-04-12,0.0,8408.86,,,
2023-04-13,0.0,8408.86,,,
2023-04-14,0.0,8408.86,,,
2023-04-15,0.0,8408.86,,,
2023-04-16,50349.0,7192.71,,,
2023-04-17,0.0,7192.71,,,
2023-04-18,0.0,7192.71,,,
2023-04-19,0.0,7192.71,,,
2023-04-20,0.0,7192.71,,,
2023-04-21,0.0,7192.71,,,
2023-04-22,0.0,7192.71,,,
2023-04-23,44927.0,6418.14,,,
2023-04-24,0.0,6418.14,,,
2023-04-25,0.0,6418.14,,,
2023-04-26,0.0,6418.14,,,
2023-04-27,0.0,6418.14,,,
2023-04-28,0.0,6418.14,,,
2023-04-29,0.0,6418.14,,,
2023-04-30,40945.0,5849.29,,,
2023-05-01,0.0,5849.29,,,
2023-05-02,0.0,5849.29,,,
2023-05-03,0.0,5849.29,,,
2023-05-04,0.0,5849.29,,,
2023-05-05,0.0,5849.29,,,
2023-05-06,0.0,5849.29,,,
2023-05-07,27440.0,3920.0,,,
2023-05-08,0.0,3920.0,,,
2023-05-09,0.0,3920.0,,,
2023-05-10,0.0,3920.0,,,
2023-05-11,0.0,3920.0,,,
2023-05-12,0.0,3920.0,,,
2023-05-13,0.0,3920.0,,,
2023-05-14,19727.0,2818.14,,,
2023-05-15,0.0,2818.14,,,
2023-05-16,0.0,2818.14,,,
2023-05-17,0.0,2818.14,,,
2023-05-18,0.0,2818.14,,,
2023-05-19,0.0,2818.14,,,
2023-05-20,0.0,2818.14,,,
2023-05-21,2379.0,339.86,,,
2023-05-22,0.0,339.86,,,
2023-05-23,0.0,339.86,,,
2023-05-24,0.0,339.86,,,
2023-05-25,0.0,339.86,,,
2023-05-26,0.0,339.86,,,
2023-05-27,0.0,339.86,,,
2023-05-28,17118.0,2445.43,,,
2023-05-29,0.0,2445.43,,,
2023-05-30,0.0,2445.43,,,
2023-05-31,0.0,2445.43,,,
2023-06-01,0.0,2445.43,,,
2023-06-02,0.0,2445.43,,,
2023-06-03,0.0,2445.43,,,
2023-06-04,11276.0,1610.86,,,
2023-06-05,0.0,1610.86,,,
2023-06-06,0.0,1610.86,,,
2023-06-07,0.0,1610.86,,,
2023-06-08,0.0,1610.86,,,
2023-06-09,0.0,1610.86,,,
2023-06-10,0.0,1610.86,,,
2023-06-11,13309.0,1901.29,,,
2023-06-12,0.0,1901.29,,,
2023-06-13,0.0,1901.29,,,
2023-06-14,0.0,1901.29,,,
2023-06-15,0.0,1901.29,,,
2023-06-16,0.0,1901.29,,,
2023-06-17,0.0,1901.29,,,
2023-06-18,4406.0,629.43,,,
2023-06-19,0.0,629.43,,,
2023-06-20,0.0,629.43,,,
2023-06-21,0.0,629.43,,,
2023-06-22,0.0,629.43,,,
2023-06-23,0.0,629.43,,,
2023-06-24,0.0,629.43,,,
2023-06-25,6545.0,935.0,,,
2023-06-26,0.0,935.0,,,
2023-06-27,0.0,935.0,,,
2023-06-28,0.0,935.0,,,
2023-06-29,0.0,935.0,,,
2023-06-30,0.0,935.0,,,
